iter	MultiClass
485	0.05223758162
486	0.05217225851
487	0.05207364687
488	0.05183145214
489	0.05177150618
490	0.05160469467
491	0.05154908691
492	0.05149041365
493	0.05142022657
494	0.05137717102
495	0.05125122173
496	0.05103833191
497	0.05093459151
498	0.05082652607
499	0.05077281839
500	0.05071312015
501	0.05047615773
502	0.05039240228
503	0.05033117255
504	0.05030056669
505	0.05018892995
506	0.05012232168
507	0.05009211261
508	0.05001848072
509	0.04996002931
510	0.0499201619
511	0.04988404609
512	0.049851304
513	0.04979536968
514	0.04973409516
515	0.04960032292
516	0.04956532021
517	0.04945322816
518	0.04938612407
519	0.04932147361
520	0.04927119991
521	0.04922868095
522	0.04915724771
523	0.04908946861
524	0.04896472869
525	0.0489071642
526	0.04881894473
527	0.04861863011
528	0.04856575248
529	0.04849577482
530	0.04845493201
531	0.04842777652
532	0.04835496124
533	0.04831520153
534	0.04829546398
535	0.04824974973
536	0.04815087764
537	0.04809885867
538	0.04804064895
539	0.04799608968
540	0.04795518969
541	0.04790501956
542	0.04787144678
543	0.04780860085
544	0.04762718039
545	0.04755603582
546	0.04732584043
547	0.04725696916
548	0.04722877499
549	0.04713334475
550	0.04703955615
551	0.04696661221
552	0.04691366882
553	0.04687216982
554	0.04675350287
555	0.04672946363
556	0.04665489214
557	0.04653595208
558	0.04649960419
559	0.04644927118
560	0.04623489592
561	0.04619510603
562	0.04618138562
563	0.04614042205
564	0.04609871506
565	0.04603807885
566	0.04598961316
567	0.04595545333
568	0.045931423
569	0.04584481911
570	0.04582232857
571	0.04576393586
572	0.04570945244
573	0.04567090851
574	0.04564623344
575	0.04555103866
576	0.04544065765
577	0.04537211609
578	0.04532747424
579	0.04526894533
580	0.04523890253
581	0.04519203431
582	0.04513900192
583	0.04504274385
584	0.04497215556
585	0.04490775871
586	0.04483629062
587	0.04471771077
588	0.04465372731
589	0.04459506224
590	0.04454477819
591	0.0444102458
592	0.04437642047
593	0.04423539104
594	0.04414741998
595	0.04409024039
596	0.04402268441
597	0.04397003465
598	0.04387125593
599	0.04381605732
600	0.04373469708
601	0.04368834582
602	0.04362095322
603	0.04356152726
604	0.04350237582
605	0.043461859
606	0.04335256323
607	0.04329674977
608	0.04325955943
609	0.04323387332
610	0.04321045773
611	0.04315986312
612	0.04307054287
613	0.0430218225
614	0.04298238021
615	0.0429505112
616	0.04282202027
617	0.04274304876
618	0.04271221285
619	0.04267484168
620	0.04261233063
621	0.04259625079
622	0.04247923979
623	0.04243803561
624	0.04238763433
625	0.04233863683
626	0.0422468361
627	0.04221337378
628	0.0421893884
629	0.04216111442
630	0.04205069734
631	0.04192548121
632	0.04187195347
633	0.04182216606
634	0.04169934922
635	0.04163319714
636	0.04158693232
637	0.04154990038
638	0.04146000256
639	0.04141767745
640	0.04138453542
641	0.04136577791
642	0.04132964774
643	0.04127346841
644	0.04122418977
645	0.0411702434
646	0.04109842247
647	0.04106835403
648	0.04104454056
649	0.04101787772
650	0.040969699
651	0.04093236358
652	0.04088403172
653	0.04081927429
654	0.04079105333
655	0.04076378365
656	0.04073845349
657	0.04068974615
658	0.04065897314
659	0.04061737071
660	0.04036474303
661	0.0402522798
662	0.0402281822
663	0.04015719428
664	0.04012730562
665	0.04010227999
666	0.04008382509
667	0.04006161622
668	0.0400362964
669	0.04000643211
670	0.03997160696
671	0.03992744218
672	0.03985897967
673	0.03983106221
674	0.03977341957
675	0.03975123743
676	0.03972863443
677	0.03967659418
678	0.03964019488
679	0.03956078851
680	0.03953910627
681	0.03951517176
682	0.03948958453
683	0.03945850621
684	0.03942190538
685	0.03936169807
686	0.03929728872
687	0.03925265562
688	0.03920850381
689	0.03917621156
690	0.03912205279
691	0.0391036214
692	0.0390111683
693	0.03893340737
694	0.03890646613
695	0.03889282443
696	0.03883538777
697	0.03875548268
698	0.03870935395
699	0.03866572444
700	0.03864028183
701	0.03860422039
702	0.03856284708
703	0.0384858187
704	0.03843973279
705	0.03836576308
706	0.03835293724
707	0.03832774292
708	0.03829876054
709	0.03825678048
710	0.03817096993
711	0.03813841587
712	0.03807472484
713	0.03802808276
714	0.03799930873
715	0.03795155193
716	0.0379287281
717	0.03791368526
718	0.03786827597
719	0.03780558589
720	0.03776927534
721	0.03773081488
722	0.03770279686
723	0.03767554813
724	0.03762533923
725	0.03756429948
726	0.03754471681
727	0.03751069508
728	0.03747504616
729	0.03744956463
730	0.03741031479
731	0.03738583739
732	0.03734230927
733	0.03729078244
734	0.03720564291
735	0.03718100125
736	0.03713904429
737	0.03709211065
738	0.03704205288
739	0.03701725824
740	0.03697795038
741	0.0369055223
742	0.03687696517
743	0.03684863536
744	0.03679733857
745	0.03672919557
746	0.0366888509
747	0.03666776168
748	0.03664800762
749	0.03659912681
750	0.03656626975
751	0.03647127496
752	0.03642323259
753	0.03640858077
754	0.03624713914
755	0.03617614978
756	0.03615627752
757	0.0361157929
758	0.03607823097
759	0.03603333704
760	0.03598283279
761	0.03594818155
762	0.03591548386
763	0.03589832691
764	0.03586996116
765	0.03582357134
766	0.03579727085
767	0.03569585201
768	0.03567155691
769	0.03562027421
770	0.03558376226
771	0.03551282039
772	0.03550015199
773	0.03544636245
774	0.03539910623
775	0.03534860324
776	0.03530369804
777	0.03524107895
778	0.03519395237
779	0.03516289628
780	0.03514154911
781	0.03510391277
782	0.03505362603
783	0.03502297304
784	0.03495928599
785	0.03492515138
786	0.03490841435
787	0.03488517377
788	0.03486972501
789	0.03483972986
790	0.03481930484
791	0.0347961409
792	0.03477277144
793	0.03474468198
794	0.03471737809
795	0.03469662008
796	0.03468904394
797	0.03463966698
798	0.0345744892
799	0.03453927802
800	0.03452058014
801	0.03449630604
802	0.0344781518
803	0.03445538447
804	0.03439629005
805	0.0343798315
806	0.03428239896
807	0.03425534211
808	0.0341610874
809	0.03409556553
810	0.03407991929
811	0.03404847633
812	0.03402290053
813	0.03397812886
814	0.03391464779
815	0.033895532
816	0.03386672801
817	0.03385577245
818	0.03381237818
819	0.03376624059
820	0.03373755638
821	0.03369711218
822	0.03351693814
823	0.03349275995
824	0.03347041416
825	0.03339788997
826	0.03334098691
827	0.03327639755
828	0.03324879851
829	0.03318033909
830	0.03315330971
831	0.03311296176
832	0.03309481584
833	0.03307417762
834	0.03304109517
835	0.03303034914
836	0.03300465458
837	0.032916527
838	0.0328947772
839	0.03285770642
840	0.032831359
841	0.03280339817
842	0.03277352801
843	0.03274696544
844	0.03270717042
845	0.03263285424
846	0.0325932186
847	0.03254478219
848	0.03249499388
849	0.03247154185
850	0.03244896769
851	0.03244255029
852	0.03242656512
853	0.03237546831
854	0.03234205002
855	0.032305711
856	0.03228701369
857	0.03225603353
858	0.03223538404
859	0.03220945056
860	0.03217774219
861	0.03214431129
862	0.03212662577
863	0.03209599849
864	0.03208556989
865	0.03205589967
866	0.03202821309
867	0.0320011896
868	0.03197995238
869	0.03189914789
870	0.03186207797
871	0.03184638014
872	0.03182972878
873	0.03177090865
874	0.03174080821
875	0.03171421762
876	0.03167502861
877	0.03165972258
878	0.03161586183
879	0.03160277105
880	0.03152230234
881	0.03150406792
882	0.03147996138
883	0.03145527741
884	0.03143048051
885	0.03141922685
886	0.03138410557
887	0.03134527047
888	0.03131652904
889	0.03127211625
890	0.03126406566
891	0.03123302902
892	0.03121162113
893	0.03119751648
894	0.03117013419
895	0.03114815236
896	0.03113098402
897	0.03111966503
898	0.03110434436
899	0.03109236433
900	0.0310680328
901	0.03105544325
902	0.03104176881
903	0.03102813559
904	0.03102008639
905	0.03099040378
906	0.03096096195
907	0.03094951616
908	0.03092521199
909	0.03089431073
910	0.03088097217
911	0.03085893891
912	0.03084197945
913	0.03082032676
914	0.03078612547
915	0.03075936006
916	0.03072516286
917	0.0306976802
918	0.03068500796
919	0.03066642712
920	0.03064620107
921	0.03060124082
922	0.03059291702
923	0.03056641933
924	0.03055915318
925	0.03054550224
926	0.03053616668
927	0.03049961122
928	0.03049353603
929	0.03047300193
930	0.03045165016
931	0.03041867883
932	0.03036149205
933	0.03033795958
934	0.0303312982
935	0.03030515095
936	0.03028782366
937	0.03025711063
938	0.0302463
939	0.03023287876
940	0.03021322041
941	0.03018471814
942	0.03013394397
943	0.03006403157
944	0.03003816737
945	0.03002784635
946	0.0299513479
947	0.02992344014
948	0.02984134065
949	0.02980398118
950	0.02978386795
951	0.02976090708
952	0.0297250088
953	0.02970664322
954	0.02968077269
955	0.02960969129
956	0.02958228024
957	0.02956033106
958	0.02953460336
959	0.02951475011
960	0.0295004678
961	0.02948611108
962	0.02945269557
963	0.0294414969
964	0.02941943511
965	0.02938972399
966	0.02937050853
967	0.02935879379
968	0.0293346317
969	0.02931906718
970	0.02927812541
971	0.02924703358
972	0.02921645909
973	0.02920843405
974	0.02919278869
975	0.029162136
976	0.02912722135
977	0.0291040252
978	0.02909458534
979	0.02908282631
980	0.02905955741
981	0.02905238683
982	0.02902328899
983	0.0289977448
984	0.02897775673
985	0.02893231372
986	0.0289009912
987	0.02888312678
988	0.02886621122
989	0.02884980045
990	0.02880272103
991	0.02876179212
992	0.02875772286
993	0.02873303543
994	0.02872325976
995	0.02870017783
996	0.0286752502
997	0.02865725826
998	0.02864138033
999	0.02859316803
